AMOUNT,CHITS_GROUP_ID,CUSTOMER_ID,STR,PAYMENT_DATE_TIME,PAYMENT_DATE,TXN_DATE_TIME,TXN_DATE,USER_GOAL_ID,UTR_NO,VENDOR_TXN_ID,PAYMENT_MODE
2000,2394731,2418331,C61241211667973945317,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2429978,30015073041,2429978T1667974033875,UPI
1000,1917974,1427448,C857891667975471931,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1931828,30015073041,1931828T1667975599488,UPI
1000,2402465,2430013,C61249331667975670523,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2430074,30015073041,2430074T1667975769149,UPI
1000,2070676,2092459,C61040251667976221339,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2092511,30015073041,2092511T1667976326888,UPI
2000,1892996,1524628,C974681667976353274,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1946637,30015073041,1946637T1667976491455,UPI
1000,2402465,2418039,C61240781667977413130,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2430182,30015073041,2430182T1667977510283,UPI
2000,647505,735749,C873231667977815304,2022-11-10,2022-11-10,2022-11-09,2022-11-09,735752,30015073041,735752T1667977934554,UPI
250,696735,700203,C32112811667980220789,2022-11-10,2022-11-10,2022-11-09,2022-11-09,700207,30015073041,700207T1667980342426,UPI
1000,1565622,1595028,C58246741667980345333,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1595061,30015073041,1595061T1667980513770,UPI
500,647767,669834,C35732761667980552405,2022-11-10,2022-11-10,2022-11-09,2022-11-09,672802,30015073041,672802T1667980667612,UPI
1000,2402465,2384302,C61214731667980830534,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2430459,30015073041,2430459T1667980924372,UPI
1000,1565622,1572449,C60367121667980846249,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1578041,30015073041,1578041T1667981067116,UPI
4000,1918477,1944981,C60902431667981244772,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1945022,30015073041,1945022T1667981342776,UPI
2000,1892996,1895852,C60852691667982279284,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1896075,30015073041,1896075T1667982520431,UPI
4000,2381939,2292755,C61145811667982765113,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2430552,30015073041,2430552T1667982867572,UPI
1000,2104010,2210959,C61075771667983385153,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2210962,30015073041,2210962T1667983482400,UPI
1000,2402465,1962920,C60922911667983425651,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2430570,30015073041,2430570T1667983530367,UPI
1000,1886397,1776908,C60707061667983650333,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1918997,30015073041,1918997T1667983785078,UPI
250,728097,729033,C4419911667983984665,2022-11-10,2022-11-10,2022-11-09,2022-11-09,729036,30015073041,729036T1667984117649,UPI
1000,1917974,1930489,C60891801667984548529,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1930596,30015073041,1930596T1667984678622,UPI
4000,1918477,2023829,C60790731667984838975,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2023948,30015073041,2023948T1667984948780,UPI
2000,1892996,1953527,C60914571667984866738,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1953552,30015073041,1953552T1667984973637,UPI
2000,647505,677737,C30859601667985012896,2022-11-10,2022-11-10,2022-11-09,2022-11-09,677743,30015073041,677743T1667985137593,UPI
4000,1374195,1509840,C60246791667985379654,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1509846,30015073041,1509846T1667985492642,UPI
1000,1498133,1625983,C19129541667985595498,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1628991,30015073041,1628991T1667985710680,UPI
2000,1426714,1490062,CA59854511667985966274,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1509893,30015073041,1509893T1667986027165,UPI
250,737177,755469,CA48467291667985967523,2022-11-10,2022-11-10,2022-11-09,2022-11-09,755660,30015073041,755660T1667986043043,UPI
250,714932,716732,CA843841667985967794,2022-11-10,2022-11-10,2022-11-09,2022-11-09,717051,30015073041,717051T1667986032803,UPI
500,724477,954590,CA58575251667985968638,2022-11-10,2022-11-10,2022-11-09,2022-11-09,956888,30015073041,956888T1667986030182,UPI
500,647767,679014,CA1119071667985968977,2022-11-10,2022-11-10,2022-11-09,2022-11-09,679021,30015073041,679021T1667986048362,UPI
1000,1640456,1670636,CA60569641667985968683,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1670644,30015073041,1670644T1667986038300,UPI
4000,1551546,1609665,CA60452511667985970644,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1609690,30015073041,1609690T1667986040603,UPI
500,724477,940061,CA58483611667985970326,2022-11-10,2022-11-10,2022-11-09,2022-11-09,940064,30015073041,940064T1667986053434,UPI
250,935147,950618,CA1663401667985971633,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1045188,30015073041,1045188T1667986045460,UPI
250,768662,950618,CA1663401667985972760,2022-11-10,2022-11-10,2022-11-09,2022-11-09,950621,30015073041,950621T1667986035608,UPI
1000,1710919,1729220,CA60670551667985974403,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1744222,30015073041,1744222T1667986087840,UPI
2000,1551754,1693499,CA60133661667985974159,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1693532,30015073041,1693532T1667986076437,UPI
250,728097,728587,CA427301667985973809,2022-11-10,2022-11-10,2022-11-09,2022-11-09,728623,30015073041,728623T1667986065741,UPI
2000,1551754,1722283,CA903681667985975257,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1722333,30015073041,1722333T1667986124061,UPI
250,728123,732548,CA16282671667985976441,2022-11-10,2022-11-10,2022-11-09,2022-11-09,732551,30015073041,732551T1667986073661,UPI
1000,1853806,1859425,CA60800511667985976232,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1860444,30015073041,1860444T1667986127321,UPI
2000,961873,991426,CA58882861667985976017,2022-11-10,2022-11-10,2022-11-09,2022-11-09,991431,30015073041,991431T1667986059238,UPI
1000,1886397,1905851,CA60863871667985977287,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1905875,30015073041,1905875T1667986097336,UPI
2000,1967040,2003269,CA60961681667985978402,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2003291,30015073041,2003291T1667986105684,UPI
4000,1551546,1044441,CA105761667985977867,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1589182,30015073041,1589182T1667986068362,UPI
4000,1918477,1946958,CA3456891667985979154,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1946975,30015073041,1946975T1667986085722,UPI
1000,2104010,2124138,CA61060871667985979008,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2124149,30015073041,2124149T1667986071256,UPI
1000,1735955,1762002,CA60691211667985978818,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1762057,30015073041,1762057T1667986145768,UPI
1000,1962449,1819555,CA60759901667985978452,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1968845,30015073041,1968845T1667986107449,UPI
1000,1640456,1670708,CA60570111667985982179,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1670713,30015073041,1670713T1667986064045,UPI
4000,1736358,1807958,CA60743281667985983434,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1808006,30015073041,1808006T1667986078462,UPI
2000,1892996,1524628,CA974681667985983207,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1946637,30015073041,1946637T1667986098877,UPI
1000,1498133,1502868,CA255551667985983017,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1502882,30015073041,1502882T1667986229965,UPI
250,647765,673858,CA32955131667985982965,2022-11-10,2022-11-10,2022-11-09,2022-11-09,673867,30015073041,673867T1667986090789,UPI
2000,1736176,1809479,CA60748141667985982652,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1809493,30015073041,1809493T1667986136601,UPI
2000,1892996,1853336,CA60794491667985984535,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1926650,30015073041,1926650T1667986121741,UPI
1000,1962449,2011423,CA60972381667985984373,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2011441,30015073041,2011441T1667986081237,UPI
250,768662,957412,CA36211981667985984148,2022-11-10,2022-11-10,2022-11-09,2022-11-09,957417,30015073041,957417T1667986093691,UPI
4000,1736358,1926267,CA60864531667985984114,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1926553,30015073041,1926553T1667986056322,UPI
1000,1886397,1905832,CA60863801667985983703,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1905872,30015073041,1905872T1667986119241,UPI
4000,1736358,1816168,CA60758911667985985456,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1816191,30015073041,1816191T1667986083780,UPI
1000,1917974,1920603,CA60883351667985985284,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1920673,30015073041,1920673T1667986111921,UPI
1000,1820262,1836867,CA60767441667985985196,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1836892,30015073041,1836892T1667986141780,UPI
2000,1736176,1866897,CA60810261667985984941,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1867608,30015073041,1867608T1667986139419,UPI
4000,1736358,1756586,CA60688071667985984707,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1889107,30015073041,1889107T1667986109360,UPI
1000,1886397,1906465,CA60865781667985986195,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1906492,30015073041,1906492T1667986103384,UPI
2000,1892996,1920209,CA60882121667985985652,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1920313,30015073041,1920313T1667986114540,UPI
2000,1736176,1815459,CA60756351667985987222,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1815655,30015073041,1815655T1667986154237,UPI
2000,1892996,1896197,CA60853761667985988299,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1896203,30015073041,1896203T1667986152063,UPI
1000,1735955,1746947,CA60681261667985987877,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1761630,30015073041,1761630T1667986147460,UPI
1000,1853806,1862139,CA60807771667985990292,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1862145,30015073041,1862145T1667986173039,UPI
1000,1962449,1976773,CA59191451667985992721,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1976848,30015073041,1976848T1667986149276,UPI
1000,1962449,1990858,CA60949091667985991870,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1990867,30015073041,1990867T1667986156223,UPI
1000,2104010,1515365,CA60262431667985994283,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2117430,30015073041,2117430T1667986116800,UPI
1000,1886397,1887745,CA60840851667985994018,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1889035,30015073041,1889035T1667986163639,UPI
1000,1886397,1917533,CA60877451667985995450,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1917639,30015073041,1917639T1667986125876,UPI
1000,1691764,1705234,CA46387061667985995141,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1705246,30015073041,1705246T1667986159123,UPI
2000,1967040,1985807,CA60945471667985995821,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2022971,30015073041,2022971T1667986130306,UPI
4000,1918477,1920845,CA60883981667985998496,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1920887,30015073041,1920887T1667986132759,UPI
1000,1962449,2004796,CA60966311667985998444,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2004819,30015073041,2004819T1667986165844,UPI
1000,2104010,1998528,CA60957451667985998970,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2125605,30015073041,2125605T1667986144197,UPI
2000,1892996,1895852,CA60852691667986000116,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1896075,30015073041,1896075T1667986161440,UPI
1000,2070676,1981816,CA60940731667986007171,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2086727,30015073041,2086727T1667986134557,UPI
1000,2402465,2369847,C61204331667986691402,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2430846,30015073041,2430846T1667986846101,UPI
1000,2402465,2308928,C61161721667987090814,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2430880,30015073041,2430880T1667987201594,UPI
1000,1498133,1540822,C60039301667987241414,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1540844,30015073041,1540844T1667987356720,UPI
2000,1736176,1822647,C60702411667987577998,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1822669,30015073041,1822669T1667987674925,UPI
2000,2394731,2419621,C61243281667988568129,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2430973,30015073041,2430973T1667988750352,UPI
1000,2402465,2412804,C61234961667988620321,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2430969,30015073041,2430969T1667988746364,UPI
250,729592,735268,C48021131667989566425,2022-11-10,2022-11-10,2022-11-09,2022-11-09,735278,30015073041,735278T1667989772315,UPI
4000,1736358,1822363,C60765861667990963620,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1822419,30015073041,1822419T1667991098604,UPI
4000,1918477,1982198,C60941751667992094902,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1982370,30015073041,1982370T1667992192594,UPI
2000,1967040,2010490,C60970681667992631080,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2035053,30015073041,2035053T1667992808331,UPI
1000,2402465,2394729,C61222031667994808499,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2431310,30015073041,2431310T1667994947711,UPI
1000,1776395,1804230,C60739881667995301772,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1804238,30015073041,1804238T1667995465931,UPI
2000,1551754,1698060,C60623961667995840631,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1698072,30015073041,1698072T1667995946322,UPI
1000,1962449,2012265,C60974251667995917633,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2012267,30015073041,2012267T1667996110483,UPI
250,713642,714965,C837791667997421694,2022-11-10,2022-11-10,2022-11-09,2022-11-09,714983,30015073041,714983T1667997519416,UPI
1000,1565622,1536123,C60314091667997470940,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1579179,30015073041,1579179T1667997583071,UPI
2000,1551754,1388863,C1969911668000193681,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1578064,30015073041,1578064T1668000292739,UPI
4000,1736358,1886635,C60838761668000806586,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1886666,30015073041,1886666T1668000909178,UPI
1000,1886397,1912267,C60872951668000868026,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1912365,30015073041,1912365T1668000983461,UPI
1000,2402465,2420108,C61244221668001263549,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2431741,30015073041,2431741T1668001385437,UPI
1000,1820262,1846311,C60787281668001729649,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1846315,30015073041,1846315T1668001846678,UPI
2000,1892996,1960520,C60900611668001743056,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1960548,30015073041,1960548T1668001855480,UPI
1000,2070676,2073117,C61024071668001751977,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2073125,30015073041,2073125T1668001852138,UPI
2000,1892996,1936211,C60897271668001813950,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1936237,30015073041,1936237T1668001926557,UPI
4000,1918477,2011580,C60972661668001815279,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2011616,30015073041,2011616T1668001929394,UPI
1000,1962449,1983344,C60943051668002028236,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1983375,30015073041,1983375T1668002130447,UPI
1000,2070676,2078226,C61027801668002166406,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2093760,30015073041,2093760T1668002306578,UPI
250,935147,1023443,C59204151668002190429,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1023449,30015073041,1023449T1668002297921,UPI
1000,1886397,1911099,C60870231668002676993,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1911242,30015073041,1911242T1668002796590,UPI
250,768662,771763,C962641668002721980,2022-11-10,2022-11-10,2022-11-09,2022-11-09,771769,30015073041,771769T1668002866106,UPI
1000,1886397,1888777,C60843201668002746565,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1888822,30015073041,1888822T1668002861218,UPI
250,714932,716420,C44128141668002957611,2022-11-10,2022-11-10,2022-11-09,2022-11-09,716454,30015073041,716454T1668003073745,UPI
250,768662,771810,C15891811668002960973,2022-11-10,2022-11-10,2022-11-09,2022-11-09,771826,30015073041,771826T1668003080768,UPI
1000,1917974,1952155,C60910401668003214247,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1952194,30015073041,1952194T1668003304896,UPI
2000,1426714,1524397,C765261668003521223,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1524415,30015073041,1524415T1668003615605,UPI
1000,1886397,1685838,C60600711668004148523,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1893959,30015073041,1893959T1668004242164,UPI
500,647767,692448,C366821668004219022,2022-11-10,2022-11-10,2022-11-09,2022-11-09,692470,30015073041,692470T1668004432386,UPI
1000,1962449,1970275,C60931161668004636346,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1970277,30015073041,1970277T1668004732883,UPI
1000,2104010,2049875,C61007071668006195252,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2110954,30015073041,2110954T1668006312817,UPI
1000,2104010,1948356,C60908721668006403167,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2123499,30015073041,2123499T1668006509579,UPI
2000,647505,666776,C38655521668007279156,2022-11-10,2022-11-10,2022-11-09,2022-11-09,666794,30015073041,666794T1668007409621,UPI
1000,1498133,1529608,C60285911668007754883,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1545810,30015073041,1545810T1668007843514,UPI
500,647767,696067,C3166771668008475387,2022-11-10,2022-11-10,2022-11-09,2022-11-09,696095,30015073041,696095T1668008657675,UPI
2000,1892996,1930366,C60891461668009318055,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1930477,30015073041,1930477T1668009415873,UPI
2000,1551754,1754580,C60684681668009382149,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1754817,30015073041,1754817T1668009485521,UPI
1000,2402465,2419402,C61242931668009628013,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2432178,30015073041,2432178T1668009726846,UPI
1000,2104010,2106957,C61055441668010206260,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2106965,30015073041,2106965T1668010330309,UPI
4000,1551546,1670791,C60570681668010289481,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1680073,30015073041,1680073T1668010426038,UPI
500,647767,696084,C2172351668010560702,2022-11-10,2022-11-10,2022-11-09,2022-11-09,696090,30015073041,696090T1668010727138,UPI
2000,1551754,1711784,C60648271668012570423,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1716258,30015073041,1716258T1668012708905,UPI
1000,2402465,2432283,C61251241668013024508,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2432297,30015073041,2432297T1668013153707,UPI
2000,1426714,1496489,C60221821668013208531,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1515909,30015073041,1515909T1668013346104,UPI
4000,1918477,1893665,C60847661668014005983,2022-11-10,2022-11-10,2022-11-09,2022-11-09,1999662,30015073041,1999662T1668014097091,UPI
250,714932,716838,C42810571668014952827,2022-11-10,2022-11-10,2022-11-09,2022-11-09,717039,30015073041,717039T1668015048072,UPI
1000,2402465,2305105,C61159371668014970429,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2432341,30015073041,2432341T1668015106017,UPI
4000,2381939,2432337,C61251321668015097104,2022-11-10,2022-11-10,2022-11-09,2022-11-09,2432346,30015073041,2432346T1668015190224,UPI
250,717228,719704,C45068871668019411464,2022-11-11,2022-11-11,2022-11-10,2022-11-10,719728,30055327591,719728T1668019532224,UPI
250,714880,705236,C45032401668019855150,2022-11-11,2022-11-11,2022-11-10,2022-11-10,705252,30055327591,705252T1668019949393,UPI
1000,1917974,1948197,C60908351668025158212,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1948206,30055327591,1948206T1668025270694,UPI
2000,1892996,1720870,C60659091668025573068,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1985453,30055327591,1985453T1668025687728,UPI
1000,1640456,1670759,C60570321668028741860,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1670805,30055327591,1670805T1668028864834,UPI
1000,1820262,1833737,C60778661668041134846,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1846526,30055327591,1846526T1668041240324,UPI
1500,647769,923739,C58391651668041677851,2022-11-11,2022-11-11,2022-11-10,2022-11-10,923750,30055327591,923750T1668041800843,UPI
1000,1776395,1776920,C60707071668041699087,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1783666,30055327591,1783666T1668041794130,UPI
1000,1565622,1583377,C59999511668041965435,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1583456,30055327591,1583456T1668042062890,UPI
1000,1426940,1428078,C59889351668043281723,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1428092,30055327591,1428092T1668043380150,UPI
2000,647505,696410,C4776651668046197634,2022-11-11,2022-11-11,2022-11-10,2022-11-10,696416,30055327591,696416T1668046308324,UPI
500,583087,643258,C841751668048032791,2022-11-11,2022-11-11,2022-11-10,2022-11-10,643264,30055327591,643264T1668048213366,UPI
4000,1918477,2017711,C60977641668048256244,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2017730,30055327591,2017730T1668048388108,UPI
2000,1426714,1531489,C42649561668048920671,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1531503,30055327591,1531503T1668049018372,UPI
2000,2394731,2302988,C61154501668048963810,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2437596,30055327591,2437596T1668049058844,UPI
250,717228,719295,C1408921668050136254,2022-11-11,2022-11-11,2022-11-10,2022-11-10,719308,30055327591,719308T1668050229323,UPI
4000,2381939,2432364,C61251371668051407686,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2437732,30055327591,2437732T1668051508679,UPI
4000,1551546,1615922,C51651611668051452537,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1615924,30055327591,1615924T1668051686238,UPI
1000,1886397,1788688,C60717411668051571998,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1895742,30055327591,1895742T1668051691023,UPI
1000,1776395,1747750,C42985901668051800540,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1783363,30055327591,1783363T1668051888703,UPI
1000,1735955,1691943,C46620021668051812073,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1761516,30055327591,1761516T1668051917718,UPI
1000,2104010,2111767,C16150731668052512789,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2124061,30055327591,2124061T1668052627337,UPI
1000,2402465,1969679,C60929351668053277376,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2437837,30055327591,2437837T1668053383934,UPI
1000,1710919,1739375,C60677021668054270037,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1739465,30055327591,1739465T1668054370099,UPI
4000,2381939,1674352,C60577421668054367514,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2437886,30055327591,2437886T1668054479964,UPI
1000,2070676,2050664,C61008541668054532613,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2072132,30055327591,2072132T1668054627496,UPI
1000,2015860,2034829,C60993501668054544818,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2060577,30055327591,2060577T1668055158905,UPI
2000,1426714,1530373,C60042311668054811710,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1531029,30055327591,1531029T1668054970166,UPI
4000,1918477,1973441,C60931691668055682109,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1973464,30055327591,1973464T1668055795249,UPI
250,714880,718616,C697731668055920688,2022-11-11,2022-11-11,2022-11-10,2022-11-10,718642,30055327591,718642T1668056028693,UPI
2000,1892996,1762088,C60692991668056210307,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1966545,30055327591,1966545T1668056347997,UPI
1500,647769,704162,C45046401668056710618,2022-11-11,2022-11-11,2022-11-10,2022-11-10,780010,30055327591,780010T1668056857326,UPI
500,724477,704162,C45046401668056818953,2022-11-11,2022-11-11,2022-11-10,2022-11-10,780013,30055327591,780013T1668056926601,UPI
1000,1962449,2004083,C60964031668057175484,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2016695,30055327591,2016695T1668057262225,UPI
1000,1498133,1564357,C60357221668057346161,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1564367,30055327591,1564367T1668057461990,UPI
2000,1892996,1912331,C60858941668057643897,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1912382,30055327591,1912382T1668057849481,UPI
250,737016,724825,C19522531668057864450,2022-11-11,2022-11-11,2022-11-10,2022-11-10,724848,30055327591,724848T1668057972845,UPI
1000,1962449,1900227,C60856331668058485724,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1976246,30055327591,1976246T1668058603373,UPI
1000,1962449,2030144,C60990241668058993469,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2030151,30055327591,2030151T1668059095542,UPI
2000,1736176,1874486,C60820091668059306559,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1874527,30055327591,1874527T1668059473732,UPI
4000,1551546,1726039,C60665291668059463839,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1729338,30055327591,1729338T1668059589149,UPI
2000,1551754,1584077,C60390331668059629668,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1605522,30055327591,1605522T1668059726768,UPI
4000,1918477,1975805,C60936621668059748792,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1975877,30055327591,1975877T1668059911526,UPI
4271,1736176,1813782,C60752231668059957147,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1813818,30055327591,1813818T1668060064913,UPI
1000,2070676,1906640,C60866211668059988094,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2092938,30055327591,2092938T1668060092829,UPI
1000,2015860,2028605,C60987311668060123903,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2028625,30055327591,2028625T1668060306808,UPI
1000,2104010,2112385,C61059661668060145900,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2112396,30055327591,2112396T1668060237460,UPI
1000,1962449,1981147,C60940481668060194411,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1998936,30055327591,1998936T1668060313773,UPI
4000,1736358,1868058,C60812721668060377906,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1868104,30055327591,1868104T1668060471038,UPI
250,696735,703318,C1928121668060667408,2022-11-11,2022-11-11,2022-11-10,2022-11-10,703330,30055327591,703330T1668060764408,UPI
500,724477,698399,C1045211668060719868,2022-11-11,2022-11-11,2022-11-10,2022-11-10,732788,30055327591,732788T1668060823933,UPI
2000,1736176,1872771,C60816861668060945666,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1874692,30055327591,1874692T1668061050912,UPI
1000,1917974,1894874,C60850041668061305229,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1953927,30055327591,1953927T1668061422343,UPI
1000,1820262,1830065,C60776841668061456432,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1830069,30055327591,1830069T1668061561299,UPI
1000,1498133,1491965,C47032881668062462833,2022-11-11,2022-11-11,2022-11-10,2022-11-10,1558981,30055327591,1558981T1668063036741,UPI
250,935147,959731,C25110941668063419603,2022-11-11,2022-11-11,2022-11-10,2022-11-10,959735,30055327591,959735T1668063502775,UPI
1000,2402465,2072128,C61022441668063980716,2022-11-11,2022-11-11,2022-11-10,2022-11-10,2440187,30055327591,2440187T1668064096862,UPI
250,647765,693593,C26110711668064895255,2022-11-11,2022-11-11,2022-11-10,2022-11-10,693606,30055327591,693606T1668065027195,UPI
